Address,City,Price,Beds,Baths,SqFt,Lot Size,Year Built,Sold Date,Listing Status,URL
2809 46th St,San Diego,980000,5,3.0,1911,3498,1960,N/A,N/A,https://www.redfin.com/CA/San-Diego/2809-46th-St-92105/home/5535505
3312 Winlow St,San Diego,710000,3,2.0,1410,7100,1950,1746601200000,Closed Sale,https://www.redfin.com/CA/San-Diego/3312-Winlow-St-92105/home/5540168
5317 Caminito Mindy,San Diego,310000,2,2.0,994,N/A,1973,N/A,N/A,https://www.redfin.com/CA/San-Diego/5317-Caminito-Mindy-92105/home/5547082
424 San Elijo St,San Diego,3412500,4,3.0,2842,15002,1940,N/A,N/A,https://www.redfin.com/CA/San-Diego/424-San-Elijo-St-92106/home/5747299
701 Kettner Blvd #201,San Diego,375000,1,1.0,592,N/A,1985,N/A,N/A,https://www.redfin.com/CA/San-Diego/701-Kettner-Blvd-92101/unit-201/home/5752540
305 S Pardee St #12,San Diego,1099000,6,3.0,2912,9026,1967,N/A,N/A,https://www.redfin.com/CA/San-Diego/305-S-Pardee-St-92113/unit-12/home/5865382
215 Southlook Ave #17,San Diego,799000,4,2.0,1518,6098,2024,N/A,N/A,https://www.redfin.com/CA/San-Diego/215-Southlook-Ave-92113/unit-17/home/5865605
4250 Ocean View Blvd,San Diego,975000,5,3.0,2446,12528,1950,N/A,N/A,https://www.redfin.com/CA/San-Diego/4250-Ocean-View-Blvd-92113/home/5873444
249 San Jacinto Dr #243,San Diego,1355000,12,4.0,3648,9627,1959,N/A,N/A,https://www.redfin.com/CA/San-Diego/249-San-Jacinto-Dr-92114/unit-243/home/5874632
3446 Newton Ave #48,San Diego,850000,4,2.0,1414,5602,N/A,N/A,N/A,https://www.redfin.com/CA/San-Diego/3446-Newton-Ave-92113/unit-48/home/5890629
4043 National Ave #4041,San Diego,798000,3,2.0,1024,7000,1938,N/A,N/A,https://www.redfin.com/CA/San-Diego/4043-National-Ave-92113/unit-4041/home/5894270
4406 Delta St #15,San Diego,270000,2,2.0,1056,N/A,1981,N/A,N/A,https://www.redfin.com/CA/San-Diego/4406-Delta-St-92113/unit-15/home/5897964
37 E 1st St #331,National City,1175000,6,4.0,2400,6107,1952,N/A,N/A,https://www.redfin.com/CA/National-City/37-E-1st-St-91950/unit-331/home/5911951
7247 Terra Cotta Rd,San Diego,780000,4,3.0,1804,8729,1989,N/A,N/A,https://www.redfin.com/CA/San-Diego/7247-Terra-Cotta-Rd-92114/home/6020212
5937 Cumberland St #39,San Diego,1105000,6,4.0,2827,8300,1955,N/A,N/A,https://www.redfin.com/CA/San-Diego/5937-Cumberland-St-92139/unit-39/home/6044951
6622 Birchwood St,San Diego,1015000,3,2.0,1565,5500,1965,N/A,N/A,https://www.redfin.com/CA/San-Diego/6622-Birchwood-St-92120/home/6241155
12713 Caminito Cancion #122,San Diego,285000,2,2.0,1372,N/A,1974,N/A,N/A,https://www.redfin.com/CA/San-Diego/12713-Caminito-Cancion-92128/unit-122/home/6393329
5020 Manor Ridge Ln,San Diego,2435000,5,4.0,3094,6055,1999,N/A,N/A,https://www.redfin.com/CA/San-Diego/5020-Manor-Ridge-Ln-92130/home/6397037
4603 Bermuda Ave #5,San Diego,2450000,5,4.0,2471,5001,1980,N/A,N/A,https://www.redfin.com/CA/San-Diego/4603-Bermuda-Ave-92107/unit-5/home/6422365
5990 Dandridge Ln #171,San Diego,360000,3,2.0,1193,N/A,1985,N/A,N/A,https://www.redfin.com/CA/San-Diego/5990-Dandridge-Ln-92115/unit-171/home/6427695
500 W Harbor Dr #302,San Diego,1400000,3,3.0,1556,N/A,1994,N/A,N/A,https://www.redfin.com/CA/San-Diego/500-W-Harbor-Dr-92101/unit-302/home/6455313
16102 Cayenne Ridge Rd,San Diego,2625000,5,4.5,3802,8422,2004,1747033200000,Sold,https://www.redfin.com/CA/San-Diego/16102-Cayenne-Ridge-Rd-92127/home/6575496
Walmar Ln,San Diego,600000,N/A,N/A,N/A,6009,2000,N/A,N/A,https://www.redfin.com/CA/San-Diego/Walmar-Ln-92109/home/6575662
6333 College Grove Way,San Diego,450000,2,2.0,865,N/A,1973,N/A,N/A,https://www.redfin.com/CA/San-Diego/6333-College-Grove-Way-92115/home/6640076
3815 3rd Ave #36,San Diego,595000,2,1.0,832,N/A,1969,N/A,N/A,https://www.redfin.com/CA/San-Diego/3815-3rd-Ave-92103/unit-36/home/7542586
1918 Columbia St #3,San Diego,650000,1,1.0,792,N/A,2006,1745996400000,Sold,https://www.redfin.com/CA/San-Diego/1918-Columbia-St-92101/unit-3/home/12156263
211 S 47th St #6,San Diego,315000,3,2.0,858,N/A,1997,N/A,N/A,https://www.redfin.com/CA/San-Diego/211-S-47th-St-92113/unit-6/home/12158279
350 11th Ave #219,San Diego,287500,1,1.0,794,N/A,2007,N/A,N/A,https://www.redfin.com/CA/San-Diego/350-11th-Ave-92101/unit-219/home/12161100
4336 Felton St #1,San Diego,467000,1,1.0,560,N/A,1989,N/A,N/A,https://www.redfin.com/CA/San-Diego/4336-Felton-St-92104/unit-1/home/12161686
1122 Oliver Ave,San Diego,2200000,3,4.0,2331,3126,2017,N/A,N/A,https://www.redfin.com/CA/San-Diego/1122-Oliver-Ave-92109/home/95963473
7760 Herschel Ave,La Jolla,3400000,N/A,N/A,N/A,7000,2000,N/A,N/A,https://www.redfin.com/CA/La-Jolla/7760-Herschel-Ave-92037/home/162634273
La Callecita,San Diego,378000,0,N/A,N/A,4871,N/A,1747292400000,Sold,https://www.redfin.com/CA/San-Diego/La-Callecita-St-92103/home/22655705
Dillons Truck Trl,San Diego,290000,0,N/A,N/A,39639,N/A,1745305200000,Sold,https://www.redfin.com/CA/San-Diego/Dillons-Truck-Trl-92173/home/162672000
Union St,San Diego,43500,N/A,N/A,N/A,5001,2000,N/A,N/A,https://www.redfin.com/CA/San-Diego/Union-St-92103/home/22402018
Reynard Way,San Diego,43500,N/A,N/A,N/A,5001,2000,N/A,N/A,https://www.redfin.com/CA/San-Diego/Reynard-Way-92103/home/22804427
